title,sentiment,prediction
Fossil Fuel Subsidies Cost U.S. More than Defense Budget: IMF Report,neutral,0
What 2008 recession can teach us about this one,neutral,1
"The White House releases ""Life After Default""",neutral,0
"How to stop procrastinating: « Procrastination is a form of delay, but not every type of delay is procrastination. Before working on ways to reduce your procrastination, it’s useful to understand this distinction and recognise times when you’re delaying a task but not actually procrastinating. »",neutral,1
Japan to declare recession after 71 straight months of growth,negative,0
Meta’s Stock-Market Wipeout Is Unmatched in the Megacap Era,neutral,0
"Final reading on Q4 productivity rose 1.9%, vs 1.6% increase expected",positive,1
The Macroeconomic Effects of Corporate Tax Reforms,neutral,0
German inflation hits fresh 13-yr high in August,positive,1
Why are we being herded into buying part of the world's biggest polluter? | Money,neutral,0
World's 26 richest people own as much as poorest 50%,neutral,1
Who Wins From A US-China Trade War?,neutral,0
Pangolin Aviation Recovery Fund November 2021 Newsletter,neutral,1
Goldman wants traders to be more like dealmakers and coders,neutral,0
Airbnb reportedly opts for direct listing over traditional IPO ahead of 2020 market debut,neutral,2
$1 Billion USD Worth of Bitcoin Transferred,neutral,1
Why has Argentina imposed capital controls — and will they work?,neutral,1
"Restaurants Are Facing a Rotten Future, Even in States That Have Reopened",negative,0
New York leaders wrote an open letter to Jeff Bezos asking him to bring Amazon HQ2 back to Queens,neutral,0
Carbon Taxes have a multiplier effect on clean energy policies,neutral,1
AstraZeneca to take profits from Covid vaccine,neutral,1
Why Rent Control Doesn’t Work | Freakonomics Radio,neutral,2
"Gross Domestic Product, Fourth Quarter and Annual 2018 (Initial Estimate) - GDP + 2.6% in Q4",neutral,0
"Trump suspends new tariffs, U.S. and China to restart trade talks",neutral,1
"FedEx, UPS Rate Rises Are Making Online Shopping More Expensive",neutral,1
"ETFs now offering to pay investors to invest in their funds. First negative interest rates, now negative expense ratios.",negative,0
"Norilsk Nickel Stock Analysis - Dividends, EV/Renewables Exposure, and More",neutral,0
Black community braces for next threat: Mass evictions. (Blacks and Latinos are twice as likely to rent),negative,0
Review: Index funds are (still) changing the world,neutral,1
"As Rural Groceries Fade Away, Lawmakers Wonder Whether to Act",neutral,0
"Why the Big Rush For The Exits, The 2019 IPO Market Is Hot Hot",neutral,1
"China tariffs could lead to a â€˜Bible taxâ€™ in the US, say Christian publishers",negative,1
U.S. Unemployment Rate Hits Nearly 50-Year Low Despite Slowing Job Growth,negative,0
Fear of China Evergrande contagion sparks global market sell-off,negative,2
"China's enormous debt 'no longer can be ignored,' analyst says",neutral,1
"Almost 1/3rd of the warming expected in the next few decades could be avoided by reducing human-caused methane emissions, without having to invent new tech or average Americans cutting consumption.",neutral,0
Asana's CEO Buys $1 Billion Of Company Stock in Historic Buying Spree,neutral,1
Hill leaders strike short-term funding deal as shutdown looms,negative,1
World Average Cost of Living &amp; Prices Interactive Map 2019,neutral,0
"U.S. home heating bills seen much higher this winter, EIA says",positive,1
Corporate Tax Integration: In Brief,neutral,1
The long-run benefits of Medicaid,neutral,1
Apple M1 Architecture Primer,neutral,0
"Big Money, No Debt: The Blunt New Pitch for Blue-Collar Workers",neutral,0
There's psychology behind the foods we don't buy in a crisis,neutral,0
"Relative to a gauge of global liquidity, markets donâ€™t look as extended as they were in 2000 or before the global financial crisis.",neutral,1
"The Market or Else: Shutdown: How Covid Shook the Worldâ€™s Economy, by Adam Tooze",neutral,0
Delta Variant Arrives in Wuhan After More Than a Year With No Covid-19,neutral,2
Plug-in electric car ownership up 76% in 2018,positive,1
China officially applies to join CPTPP trade pact,neutral,2
"Gundlach: A 'wave' of layoffs is coming for $100,000/year white-collar jobs",negative,0
24 million Americans fear missing next rent payment as benefits dry up,negative,0
American spending on goods up 25% from Jan 2019,positive,1
Landlords From Florida to California Are Jacking Up Rents at Record Speeds,neutral,2
Understanding Chinese Consumers: Growth Engine of the World - McKinsey report 2021,neutral,0
"Coronavirus destroys jobs and worsens inequality, with or without full lockdown",negative,0
"Apollo in talks to finance Dish Network bid for T-Mobile and Sprint assets, say sources",neutral,1
"Chinaâ€™s Factories Are Back. Its Consumers Arenâ€™t: The manufacturing giant is once again turning out steel and cellphones. But job losses and pay cuts have left its people reluctant to spend â€” a problem the U.S. and Europe may soon face, too.",negative,0
The Fed - Why Do We Think That Inflation Expectations Matter for Inflation? (And Should We?),neutral,1
"The â€˜cobra effectâ€™ will have a â€˜disastrous and unimaginableâ€™ impact on the market, Wall Street vet warns",negative,0
Cerence Analysis (NASDAQ: CRNC),neutral,1
"Spainâ€™s economy shrank 11% in 2020, in biggest drop since Civil War",negative,1
Investment group purchases Trump hotel in DC; expected to remove Trump name,neutral,2
The monetary policy endgame,neutral,0
The booming business of knitting together the worldâ€™s electricity grids,neutral,1
"How COVID-19 will change the nation's long-term economic trends, according to Brookings Metro scholars",neutral,0
Basic Income Recipients Spent the Money on â€œLiteral Necessitiesâ€,neutral,1
The Wrong Kind of AI? ArtiÃ–cial Intelligence and theFuture of Labor Demand by Acemoglu &amp; Restrepo,neutral,0
Opinion | The Stock Market Fails a Breathalyzer,neutral,0
People become less likely to contribute to a virtual public good like Wikipedia or Waze if they know many others are already doing it,neutral,1
Elizabeth Holmes on trial: jury selection begins for Theranos founder,neutral,2
US drops key obstacle to global digital tax: Treasury,neutral,1
Is the economy really that bad? Why inflation has the middle class so on edge,negative,0
Lithium - the new oil?,neutral,0
Half of England is owned by less than 1% of the population,neutral,1
"â€˜My investment judgment was poor,â€™ SoftBankâ€™s Son says after Vision Fundâ€™s $8.9 billion loss",negative,2
Swine Fever? Trade War? China Turns to Strategic Pork Reserve,neutral,0
"Stocks jump as U.S., China inch closer to trade deal",positive,2
"Theranos founder Elizabeth Holmes used a deep baritone voice at almost all times, but former insiders say it was faked",neutral,1
5 Reasons Why CRM is important for your small business,neutral,0
Expecting the Spanish Inquisition: Economic backwardness and religious persecution,negative,1
Fiscal policy and inflation: A look at the American Rescue Planâ€™s impact and what it means for the Build Back Better Act,neutral,2
"Kevin Smith of Crescat Capital on China, Hong Kong, and the â€˜everything bubbleâ€™ (podcast)",neutral,1
The gilded age of digital monopolies,neutral,0
"Out of the Red: The Struggle to Save the Soviet Economy, by Chris Miller",neutral,1
Disasters can wipe out affordable housing forever unless communities plan ahead â€“ that loss hurts the economy,negative,1
Why Robinhood Is A Good Trading Platform But A Bad Stock To Buy,neutral,1
How Ocado is beating Amazon and plans to take over the world,neutral,1
Delta has hit Australiaâ€™s economy harder than any other OECD nation,negative,1
Why Governments Give Away Economic Incentives That Increase Inequality,neutral,1
What are the best ideas for onboarding new employees?,neutral,1
Israel Set To Decriminalize Rec Cannabis As More Marijuana Businesses Join The Emerging Market,neutral,1
Uber buying booze delivery company Drizly for $1.1 billion,neutral,1
12 (really specific) ways to reduce customer acquisition cost in eCommerce,neutral,0
Portfolio managers at large funds discuss positioning for UK Brexit,neutral,1
Does Universal Basic Income Work? A Hedge Fund Boss Wants to Find Out,neutral,0
Burger King parent Restaurant Brands International buys Firehouse Subs for $1 billion,neutral,1
Your Coronavirus Small Business Loan Is Going Into Investor Portfolios,neutral,0
Hidden Costs of the Minimum Wage,neutral,0
Eight Economic Facts on Higher Education,neutral,1
Ark adds $171 million Tesla shares as short bets on ETF soar,neutral,1
"Once we are out of this mess, the USD could be hammered",neutral,1
The Digital Transformation of Cars is Just Beginning,neutral,0
The World's Most Sustainable Enterprises are Long-lived - Top 100 enterprises reach an average age of 87,neutral,0
Schumer points to resolution to block Trump tariffs on Mexico,neutral,0
The U.S. can slash health-care costs 75% with 2 fundamental changes â€” and without â€˜Medicare for Allâ€™,neutral,0
"New Rules, New Politics | How a revolution in economics has led to a new kind of politics.",neutral,1
"Comcast, beware: New city-run broadband offers 1Gbps for $60 a month",neutral,2
The rise of the new Malthusians | Catholic Herald,neutral,1
The hard seltzer craze has come to an end,neutral,0
Native App vs Web App â€” Choose the better option for Your Business,neutral,1
Team Cohesion doesn't occur during leadership retreats filled with trust falls. True cohesion forms during the in-between times. You can't force it. You create the space for it to happen.,neutral,1
Mnuchin Says Ultra-Long Bonds Under â€˜Very Serious Considerationâ€™,neutral,1
"Ford to eliminate 7,000 jobs, or 10% of workforce, by end August",negative,0
"If you'd like to learn about stocks, crypto, pumps, options that can double your portfolio, well thought out dd and calls,or just to have fun &amp; make some good friends in an amazing community, join The Apes Of Wallstreet Discord server! Everyone is welcome!",neutral,0
