title,prediction,sentiment
Mark Zuckerberg's Changing Visions Prove He Is No Visionary,negative,negative
Why Wages Are Finally Rising 10 Years After The Recession...,negative,negative
Fed’s Bullard doesn’t see signs a damaging asset bubble is forming,positive,positive
Bernie Sanders and Elizabeth Warren both rolled out tax proposals in hopes of closing the wealth gap. Here's a side-by-side comparison that shows exactly how they stack up.,negative,negative
Domestic Violence Is a Pandemic Within a Pandemic. Direct Stimulus Checks Would Help,negative,negative
Historian Niall Ferguson on capitalism in crisis,negative,negative
Fossil Fuel Subsidies Cost U.S. More than Defense Budget: IMF Report,negative,negative
What 2008 recession can teach us about this one,negative,negative
"The White House releases ""Life After Default""",negative,negative
"How to stop procrastinating: « Procrastination is a form of delay, but not every type of delay is procrastination. Before working on ways to reduce your procrastination, it’s useful to understand this distinction and recognise times when you’re delaying a task but not actually procrastinating. »",negative,negative
Japan to declare recession after 71 straight months of growth,positive,positive
Meta’s Stock-Market Wipeout Is Unmatched in the Megacap Era,negative,negative
"Final reading on Q4 productivity rose 1.9%, vs 1.6% increase expected",neutral,neutral
The Macroeconomic Effects of Corporate Tax Reforms,negative,negative
German inflation hits fresh 13-yr high in August,neutral,neutral
Why are we being herded into buying part of the world's biggest polluter? | Money,negative,negative
World's 26 richest people own as much as poorest 50%,negative,negative
Who Wins From A US-China Trade War?,negative,negative
Pangolin Aviation Recovery Fund November 2021 Newsletter,negative,negative
Goldman wants traders to be more like dealmakers and coders,negative,negative
Airbnb reportedly opts for direct listing over traditional IPO ahead of 2020 market debut,negative,negative
$1 Billion USD Worth of Bitcoin Transferred,negative,negative
Why has Argentina imposed capital controls — and will they work?,negative,negative
"Restaurants Are Facing a Rotten Future, Even in States That Have Reopened",positive,positive
New York leaders wrote an open letter to Jeff Bezos asking him to bring Amazon HQ2 back to Queens,negative,negative
Carbon Taxes have a multiplier effect on clean energy policies,negative,negative
AstraZeneca to take profits from Covid vaccine,negative,negative
Why Rent Control Doesn’t Work | Freakonomics Radio,negative,negative
"Gross Domestic Product, Fourth Quarter and Annual 2018 (Initial Estimate) - GDP + 2.6% in Q4",negative,negative
"Trump suspends new tariffs, U.S. and China to restart trade talks",negative,negative
"FedEx, UPS Rate Rises Are Making Online Shopping More Expensive",negative,negative
"ETFs now offering to pay investors to invest in their funds. First negative interest rates, now negative expense ratios.",positive,positive
"Norilsk Nickel Stock Analysis - Dividends, EV/Renewables Exposure, and More",negative,negative
Black community braces for next threat: Mass evictions. (Blacks and Latinos are twice as likely to rent),positive,positive
Review: Index funds are (still) changing the world,negative,negative
"As Rural Groceries Fade Away, Lawmakers Wonder Whether to Act",positive,negative
"Why the Big Rush For The Exits, The 2019 IPO Market Is Hot Hot",negative,negative
"China tariffs could lead to a â€˜Bible taxâ€™ in the US, say Christian publishers",positive,positive
U.S. Unemployment Rate Hits Nearly 50-Year Low Despite Slowing Job Growth,positive,positive
Fear of China Evergrande contagion sparks global market sell-off,positive,positive
"China's enormous debt 'no longer can be ignored,' analyst says",negative,negative
"Almost 1/3rd of the warming expected in the next few decades could be avoided by reducing human-caused methane emissions, without having to invent new tech or average Americans cutting consumption.",negative,negative
Asana's CEO Buys $1 Billion Of Company Stock in Historic Buying Spree,negative,negative
Hill leaders strike short-term funding deal as shutdown looms,positive,positive
World Average Cost of Living &amp; Prices Interactive Map 2019,negative,negative
"U.S. home heating bills seen much higher this winter, EIA says",neutral,neutral
Corporate Tax Integration: In Brief,negative,negative
The long-run benefits of Medicaid,negative,negative
Apple M1 Architecture Primer,negative,negative
"Big Money, No Debt: The Blunt New Pitch for Blue-Collar Workers",negative,negative
There's psychology behind the foods we don't buy in a crisis,negative,negative
"Relative to a gauge of global liquidity, markets donâ€™t look as extended as they were in 2000 or before the global financial crisis.",negative,negative
"The Market or Else: Shutdown: How Covid Shook the Worldâ€™s Economy, by Adam Tooze",negative,negative
Delta Variant Arrives in Wuhan After More Than a Year With No Covid-19,negative,negative
Plug-in electric car ownership up 76% in 2018,neutral,neutral
China officially applies to join CPTPP trade pact,negative,negative
"Gundlach: A 'wave' of layoffs is coming for $100,000/year white-collar jobs",positive,positive
24 million Americans fear missing next rent payment as benefits dry up,positive,positive
American spending on goods up 25% from Jan 2019,neutral,neutral
Landlords From Florida to California Are Jacking Up Rents at Record Speeds,negative,negative
Understanding Chinese Consumers: Growth Engine of the World - McKinsey report 2021,negative,negative
"Coronavirus destroys jobs and worsens inequality, with or without full lockdown",positive,positive
"Apollo in talks to finance Dish Network bid for T-Mobile and Sprint assets, say sources",negative,negative
"Chinaâ€™s Factories Are Back. Its Consumers Arenâ€™t: The manufacturing giant is once again turning out steel and cellphones. But job losses and pay cuts have left its people reluctant to spend â€” a problem the U.S. and Europe may soon face, too.",positive,positive
The Fed - Why Do We Think That Inflation Expectations Matter for Inflation? (And Should We?),negative,negative
"The â€˜cobra effectâ€™ will have a â€˜disastrous and unimaginableâ€™ impact on the market, Wall Street vet warns",positive,positive
Cerence Analysis (NASDAQ: CRNC),negative,negative
"Spainâ€™s economy shrank 11% in 2020, in biggest drop since Civil War",positive,positive
Investment group purchases Trump hotel in DC; expected to remove Trump name,negative,negative
The monetary policy endgame,negative,negative
The booming business of knitting together the worldâ€™s electricity grids,negative,negative
"How COVID-19 will change the nation's long-term economic trends, according to Brookings Metro scholars",negative,negative
Basic Income Recipients Spent the Money on â€œLiteral Necessitiesâ€,negative,negative
The Wrong Kind of AI? ArtiÃ–cial Intelligence and theFuture of Labor Demand by Acemoglu &amp; Restrepo,negative,negative
Opinion | The Stock Market Fails a Breathalyzer,positive,negative
People become less likely to contribute to a virtual public good like Wikipedia or Waze if they know many others are already doing it,negative,negative
Elizabeth Holmes on trial: jury selection begins for Theranos founder,negative,negative
US drops key obstacle to global digital tax: Treasury,negative,negative
Is the economy really that bad? Why inflation has the middle class so on edge,positive,positive
